TKT,VER,N1B,N1C,N2B,N2C,N3B,N3C,N4B,N4C,N5B,N5C,I1,I2,I3,I4,I5,B,P,CD,Up
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner77.ai,nonwinner160.ai,,4,,4
,,,,,,,,,,,,winner03.ai,,,,,,4,3,4
,,,,,,,,,,,,,,nonwinner158.ai,nonwinner61.ai,nonwinner144.ai,,4,,4
,,,,,,,,,,,,,,nonwinner41.ai,nonwinner121.ai,nonwinner74.ai,,4,,4
124,5554,01,10,16,20,44,38,50,57,67,71,,,,,,base02.ai,4,,4
54,952,01,10,29,25,43,38,,,63,74,free04.ai,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner122.ai,nonwinner92.ai,nonwinner68.ai,,4,,4
138,8635,06,14,24,26,41,31,52,58,66,65,,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner60.ai,nonwinner27.ai,nonwinner87.ai,,1,,5
26,6195,15,01,21,28,36,34,,,73,72,free04.ai,,,,,base02.ai,1,,5
5,1665,,,29,30,32,42,51,53,,,free01.ai,free05.ai,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner144.ai,nonwinner161.ai,nonwinner163.ai,,1,,5
,,,,,,,,,,,,,,nonwinner149.ai,nonwinner34.ai,nonwinner130.ai,,1,,5
,,,,,,,,,,,,,,nonwinner165.ai,nonwinner160.ai,nonwinner77.ai,,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,,,nonwinner128.ai,nonwinner52.ai,nonwinner82.ai,,2,,6
21,7235,08,12,20,28,36,42,,,62,69,free04.ai,,,,,base02.ai,2,,6
70,783,13,09,29,17,39,31,55,58,68,73,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner111.ai,nonwinner13.ai,nonwinner74.ai,,2,,6
,,,,,,,,,,,,,,nonwinner119.ai,nonwinner115.ai,nonwinner138.ai,,2,,6
,,,,,,,,,,,,,,nonwinner38.ai,nonwinner100.ai,nonwinner142.ai,,3,,7
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner152.ai,nonwinner85.ai,,3,,7
6,1323,12,09,29,23,,,,,75,74,free03.ai,free04.ai,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner132.ai,nonwinner88.ai,nonwinner22.ai,,3,,7
,,,,,,,,,,,,winner01.ai,,,,,,3,1,7
125,48,12,08,20,30,38,45,58,49,69,64,,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner46.ai,nonwinner68.ai,nonwinner80.ai,,3,,7
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner19.ai,nonwinner64.ai,,4,,8
,,,,,,,,,,,,,,nonwinner101.ai,nonwinner22.ai,nonwinner113.ai,,4,,8
113,4264,12,05,16,24,42,33,60,54,64,61,,,,,,base02.ai,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,,,nonwinner106.ai,nonwinner23.ai,nonwinner146.ai,,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,,,nonwinner120.ai,nonwinner79.ai,nonwinner34.ai,,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
,,,,,,,,,,,,,,nonwinner133.ai,nonwinner93.ai,nonwinner56.ai,,1,,1
,,,,,,,,,,,,,,nonwinner82.ai,nonwinner51.ai,nonwinner16.ai,,1,,1
,,,,,,,,,,,,,,nonwinner97.ai,nonwinner164.ai,nonwinner30.ai,,1,,1
,,,,,,,,,,,,,,nonwinner87.ai,nonwinner112.ai,nonwinner90.ai,,1,,1
37,4273,13,08,,,34,44,54,49,65,70,free02.ai,,,,,base02.ai,1,,1
,,,,,,,,,,,,winner04.ai,,,,,,1,4,1
,,,,,,,,,,,,,,nonwinner42.ai,nonwinner152.ai,nonwinner154.ai,,2,,2
,,,,,,,,,,,,,,nonwinner127.ai,nonwinner74.ai,nonwinner04.ai,,2,,2
131,7925,14,13,17,20,42,44,56,46,62,69,,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner96.ai,nonwinner158.ai,nonwinner03.ai,,2,,2
54,3530,02,07,22,27,,,57,59,63,67,free03.ai,,,,,base02.ai,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner50.ai,nonwinner103.ai,,2,,2
,,,,,,,,,,,,,,nonwinner83.ai,nonwinner154.ai,nonwinner07.ai,,3,,3
,,,,,,,,,,,,,,nonwinner41.ai,nonwinner47.ai,nonwinner95.ai,,3,,3
106,7812,03,08,27,16,45,39,53,54,68,72,,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner151.ai,nonwinner10.ai,nonwinner89.ai,,3,,3
22,813,07,14,16,29,,,48,51,65,68,free03.ai,,,,,base02.ai,3,,3
127,7173,14,06,18,24,34,40,58,56,62,64,,,,,,base02.ai,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,,,nonwinner69.ai,nonwinner76.ai,nonwinner145.ai,,4,,4
,,,,,,,,,,,,,,nonwinner75.ai,nonwinner135.ai,nonwinner11.ai,,4,,4
96,1687,12,09,19,23,38,41,57,56,71,64,,,,,,base02.ai,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
47,1390,01,11,,,31,36,49,58,75,74,free02.ai,,,,,base02.ai,4,,4
138,3886,02,05,17,30,36,32,57,53,62,70,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner92.ai,nonwinner04.ai,nonwinner84.ai,,4,,4
,,,,,,,,,,,,,,nonwinner131.ai,nonwinner109.ai,nonwinner07.ai,,1,,5
40,6912,15,05,28,20,43,38,,,63,75,free04.ai,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner23.ai,nonwinner46.ai,nonwinner28.ai,,1,,5
47,8351,03,06,27,30,,,52,49,62,71,free03.ai,,,,,base02.ai,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
54,2700,,,30,19,31,42,55,60,68,72,free01.ai,,,,,base02.ai,1,,5
12,618,01,06,,,33,38,55,50,,,free02.ai,free05.ai,,,,base02.ai,1,,5
28,6446,02,09,27,24,39,36,,,71,73,free04.ai,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner40.ai,nonwinner121.ai,nonwinner70.ai,,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,,,nonwinner92.ai,nonwinner142.ai,nonwinner82.ai,,2,,6
105,1929,14,13,29,27,36,37,58,51,62,66,,,,,,base02.ai,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,,,nonwinner146.ai,nonwinner96.ai,nonwinner101.ai,,2,,6
118,3980,14,07,19,24,38,44,51,59,74,67,,,,,,base02.ai,3,,7
,,,,,,,,,,,,winner04.ai,,,,,,3,4,7
,,,,,,,,,,,,,,nonwinner58.ai,nonwinner02.ai,nonwinner139.ai,,3,,7
132,6216,03,02,28,19,43,34,60,48,65,70,,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner76.ai,nonwinner85.ai,nonwinner47.ai,,3,,7
,,,,,,,,,,,,,,nonwinner152.ai,nonwinner129.ai,nonwinner35.ai,,3,,7
,,,,,,,,,,,,,,nonwinner16.ai,nonwinner113.ai,nonwinner80.ai,,3,,7
,,,,,,,,,,,,winner04.ai,,,,,,4,4,8
99,5829,09,07,25,27,40,41,58,51,73,75,,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner26.ai,nonwinner73.ai,,4,,8
,,,,,,,,,,,,winner02.ai,,,,,,4,2,8
,,,,,,,,,,,,,,nonwinner63.ai,nonwinner12.ai,nonwinner82.ai,,4,,8
85,2455,11,02,16,24,33,43,48,46,74,65,,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner118.ai,nonwinner80.ai,,4,,8
,,,,,,,,,,,,,,nonwinner140.ai,nonwinner69.ai,nonwinner130.ai,,1,,1
72,7369,11,10,26,27,34,31,50,53,73,71,,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner112.ai,nonwinner142.ai,nonwinner73.ai,,1,,1
114,6036,06,09,22,21,41,31,59,60,66,61,,,,,,base02.ai,1,,1
58,263,11,08,24,21,44,43,54,60,69,66,,,,,,base02.ai,1,,1
93,5178,02,03,25,16,33,41,47,50,67,68,,,,,,base02.ai,1,,1
79,4410,01,15,19,17,31,36,49,57,67,73,,,,,,base02.ai,1,,1
96,7862,02,12,27,23,43,37,56,55,68,62,,,,,,base02.ai,2,,2
,,,,,,,,,,,,winner04.ai,,,,,,2,4,2
,,,,,,,,,,,,,,nonwinner89.ai,nonwinner163.ai,nonwinner23.ai,,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
12,7468,,,18,24,34,42,57,47,,,free01.ai,free05.ai,,,,base02.ai,2,,2
5,7697,,,30,17,32,36,58,49,,,free01.ai,free05.ai,,,,base02.ai,2,,2
138,1886,15,12,28,17,44,33,50,59,64,72,,,,,,base02.ai,2,,2
71,1823,04,11,16,27,36,42,48,53,61,70,,,,,,base02.ai,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,winner04.ai,,,,,,3,4,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,winner04.ai,,,,,,3,4,3
29,6655,05,01,24,25,33,38,,,67,72,free04.ai,,,,,base02.ai,3,,3
50,765,02,14,29,21,31,32,,,67,71,free04.ai,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner122.ai,nonwinner107.ai,nonwinner142.ai,,4,,4
19,8586,,,23,27,41,33,52,51,72,74,free01.ai,,,,,base02.ai,4,,4
117,3072,05,03,21,18,38,34,51,50,71,65,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner112.ai,nonwinner90.ai,nonwinner28.ai,,4,,4
,,,,,,,,,,,,,,nonwinner87.ai,nonwinner22.ai,nonwinner27.ai,,4,,4
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner133.ai,nonwinner51.ai,,4,,4
131,255,08,06,27,19,43,33,46,56,74,70,,,,,,base02.ai,4,,4
,,,,,,,,,,,,winner03.ai,,,,,,1,3,5
,,,,,,,,,,,,,,nonwinner88.ai,nonwinner47.ai,nonwinner155.ai,,1,,5
,,,,,,,,,,,,,,nonwinner105.ai,nonwinner166.ai,nonwinner107.ai,,1,,5
68,5257,13,01,19,26,43,34,56,47,70,67,,,,,,base02.ai,1,,5
131,1156,04,01,24,29,33,35,47,56,71,66,,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner120.ai,nonwinner88.ai,nonwinner52.ai,,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
,,,,,,,,,,,,,,nonwinner99.ai,nonwinner18.ai,nonwinner132.ai,,2,,6
,,,,,,,,,,,,,,nonwinner33.ai,nonwinner130.ai,nonwinner72.ai,,2,,6
,,,,,,,,,,,,,,nonwinner46.ai,nonwinner68.ai,nonwinner101.ai,,2,,6
,,,,,,,,,,,,,,nonwinner52.ai,nonwinner48.ai,nonwinner58.ai,,2,,6
,,,,,,,,,,,,,,nonwinner52.ai,nonwinner55.ai,nonwinner01.ai,,2,,6
7,2498,,,30,16,,,53,46,68,69,free01.ai,free03.ai,,,,base02.ai,2,,6
133,4913,14,15,29,26,41,38,49,51,73,67,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner67.ai,nonwinner101.ai,nonwinner135.ai,,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
,,,,,,,,,,,,winner03.ai,,,,,,3,3,7
,,,,,,,,,,,,,,nonwinner24.ai,nonwinner13.ai,nonwinner11.ai,,3,,7
,,,,,,,,,,,,,,nonwinner154.ai,nonwinner127.ai,nonwinner147.ai,,3,,7
,,,,,,,,,,,,winner04.ai,,,,,,3,4,7
,,,,,,,,,,,,,,nonwinner165.ai,nonwinner34.ai,nonwinner75.ai,,3,,7
,,,,,,,,,,,,,,nonwinner95.ai,nonwinner102.ai,nonwinner163.ai,,4,,8
120,7629,03,09,29,28,37,44,59,57,70,71,,,,,,base02.ai,4,,8
92,8650,15,06,23,16,41,31,57,48,65,71,,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner58.ai,nonwinner117.ai,nonwinner16.ai,,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,winner03.ai,,,,,,4,3,8
,,,,,,,,,,,,,,nonwinner60.ai,nonwinner82.ai,nonwinner163.ai,,4,,8
107,452,07,02,25,18,44,35,58,47,70,66,,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner17.ai,nonwinner93.ai,nonwinner47.ai,,1,,1
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner53.ai,nonwinner09.ai,,1,,1
,,,,,,,,,,,,winner04.ai,,,,,,1,4,1
,,,,,,,,,,,,,,nonwinner38.ai,nonwinner84.ai,nonwinner141.ai,,1,,1
,,,,,,,,,,,,winner02.ai,,,,,,1,2,1
44,6064,12,14,26,17,,,55,56,75,74,free03.ai,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner127.ai,nonwinner102.ai,nonwinner70.ai,,2,,2
82,8470,06,02,25,24,45,39,47,48,67,65,,,,,,base02.ai,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
,,,,,,,,,,,,,,nonwinner59.ai,nonwinner23.ai,nonwinner88.ai,,2,,2
61,1600,06,14,17,22,36,34,60,48,61,71,,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner143.ai,nonwinner94.ai,nonwinner03.ai,,2,,2
89,366,06,07,30,21,36,38,47,50,74,75,,,,,,base02.ai,2,,2
36,475,12,14,18,30,,,49,59,70,66,free03.ai,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner18.ai,nonwinner108.ai,nonwinner15.ai,,3,,3
,,,,,,,,,,,,,,nonwinner100.ai,nonwinner141.ai,nonwinner138.ai,,3,,3
99,2701,04,01,26,29,40,43,46,47,72,70,,,,,,base02.ai,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,,,nonwinner129.ai,nonwinner128.ai,nonwinner15.ai,,3,,3
5,8797,08,14,21,16,,,,,72,71,free03.ai,free04.ai,,,,base02.ai,4,,4
,,,,,,,,,,,,winner04.ai,,,,,,4,4,4
68,782,04,05,16,24,38,44,56,46,67,71,,,,,,base02.ai,4,,4
26,8928,14,03,27,29,,,60,50,75,65,free03.ai,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner85.ai,nonwinner49.ai,nonwinner91.ai,,4,,4
,,,,,,,,,,,,,,nonwinner142.ai,nonwinner106.ai,nonwinner104.ai,,4,,4
89,1107,04,07,27,26,37,34,49,60,68,66,,,,,,base02.ai,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
75,1170,01,07,18,24,41,38,52,49,65,71,,,,,,base02.ai,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
,,,,,,,,,,,,,,nonwinner42.ai,nonwinner52.ai,nonwinner106.ai,,1,,5
,,,,,,,,,,,,winner03.ai,,,,,,1,3,5
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner134.ai,nonwinner84.ai,,1,,5
91,4382,02,08,25,17,45,41,54,59,72,61,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner120.ai,nonwinner34.ai,nonwinner19.ai,,2,,6
119,3003,09,15,27,19,37,42,57,60,69,75,,,,,,base02.ai,2,,6
49,7168,03,02,28,27,,,46,54,72,61,free03.ai,,,,,base02.ai,2,,6
63,6831,01,11,21,16,41,31,51,54,61,66,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner163.ai,nonwinner157.ai,nonwinner66.ai,,2,,6
,,,,,,,,,,,,,,nonwinner138.ai,nonwinner16.ai,nonwinner125.ai,,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
,,,,,,,,,,,,,,nonwinner89.ai,nonwinner122.ai,nonwinner126.ai,,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
20,971,02,12,16,29,31,35,,,72,66,free04.ai,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner116.ai,nonwinner106.ai,nonwinner39.ai,,3,,7
,,,,,,,,,,,,,,nonwinner164.ai,nonwinner112.ai,nonwinner57.ai,,3,,7
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner70.ai,nonwinner87.ai,,3,,7
15,560,07,03,30,20,37,35,48,50,,,free05.ai,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner38.ai,nonwinner11.ai,nonwinner93.ai,,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,,,nonwinner132.ai,nonwinner15.ai,nonwinner42.ai,,4,,8
8,4491,10,04,,,35,34,,,70,65,free02.ai,free04.ai,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner34.ai,nonwinner135.ai,nonwinner110.ai,,4,,8
,,,,,,,,,,,,,,nonwinner116.ai,nonwinner56.ai,nonwinner139.ai,,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner43.ai,nonwinner61.ai,,1,,1
,,,,,,,,,,,,,,nonwinner70.ai,nonwinner123.ai,nonwinner92.ai,,1,,1
30,678,10,04,21,26,,,52,49,73,67,free03.ai,,,,,base02.ai,1,,1
128,7735,03,13,16,18,40,44,53,58,72,71,,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner42.ai,nonwinner08.ai,nonwinner116.ai,,1,,1
2,1615,,,20,26,,,48,57,66,62,free01.ai,free03.ai,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner63.ai,nonwinner100.ai,nonwinner123.ai,,2,,2
,,,,,,,,,,,,,,nonwinner29.ai,nonwinner139.ai,nonwinner155.ai,,2,,2
,,,,,,,,,,,,,,nonwinner24.ai,nonwinner109.ai,nonwinner73.ai,,2,,2
75,70,10,01,21,28,41,40,57,60,71,67,,,,,,base02.ai,2,,2
47,4081,13,07,,,40,35,58,55,73,67,free02.ai,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner26.ai,nonwinner145.ai,nonwinner151.ai,,2,,2
110,2872,03,07,20,22,35,37,52,54,69,61,,,,,,base02.ai,2,,2
92,7577,12,03,22,19,42,33,58,59,70,65,,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner79.ai,nonwinner60.ai,nonwinner128.ai,,3,,3
57,929,07,12,18,21,32,40,47,46,68,61,,,,,,base02.ai,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner164.ai,nonwinner32.ai,,3,,3
,,,,,,,,,,,,,,nonwinner156.ai,nonwinner19.ai,nonwinner106.ai,,3,,3
15,1662,02,05,,,36,44,60,59,67,75,free02.ai,,,,,base02.ai,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
,,,,,,,,,,,,,,nonwinner129.ai,nonwinner76.ai,nonwinner126.ai,,4,,4
,,,,,,,,,,,,,,nonwinner104.ai,nonwinner151.ai,nonwinner160.ai,,4,,4
,,,,,,,,,,,,,,nonwinner129.ai,nonwinner36.ai,nonwinner103.ai,,4,,4
110,4801,13,04,17,22,34,37,49,53,69,62,,,,,,base02.ai,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
,,,,,,,,,,,,winner04.ai,,,,,,4,4,4
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
,,,,,,,,,,,,,,nonwinner87.ai,nonwinner74.ai,nonwinner43.ai,,1,,5
,,,,,,,,,,,,winner04.ai,,,,,,1,4,5
,,,,,,,,,,,,,,nonwinner139.ai,nonwinner111.ai,nonwinner134.ai,,1,,5
124,5905,11,04,25,28,40,42,46,52,70,73,,,,,,base02.ai,1,,5
61,7321,08,02,19,25,31,43,51,48,61,66,,,,,,base02.ai,1,,5
,,,,,,,,,,,,winner04.ai,,,,,,1,4,5
112,2908,09,13,22,25,43,36,52,51,75,69,,,,,,base02.ai,2,,6
14,7514,,,,,31,39,50,60,70,68,free01.ai,free02.ai,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner137.ai,nonwinner115.ai,nonwinner160.ai,,2,,6
,,,,,,,,,,,,winner02.ai,,,,,,2,2,6
56,4832,11,15,29,21,36,43,46,51,,,free05.ai,,,,,base02.ai,2,,6
,,,,,,,,,,,,winner04.ai,,,,,,2,4,6
,,,,,,,,,,,,winner04.ai,,,,,,2,4,6
97,6553,01,14,27,24,31,36,50,48,61,70,,,,,,base02.ai,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
34,5299,11,07,,,37,31,59,53,70,73,free02.ai,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner104.ai,nonwinner38.ai,nonwinner45.ai,,3,,7
,,,,,,,,,,,,,,nonwinner49.ai,nonwinner39.ai,nonwinner26.ai,,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
,,,,,,,,,,,,winner04.ai,,,,,,3,4,7
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,,,nonwinner148.ai,nonwinner140.ai,nonwinner107.ai,,4,,8
,,,,,,,,,,,,winner04.ai,,,,,,4,4,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,winner04.ai,,,,,,4,4,8
29,2055,03,02,30,25,44,43,53,48,,,free05.ai,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner122.ai,nonwinner145.ai,,1,,1
,,,,,,,,,,,,winner03.ai,,,,,,1,3,1
,,,,,,,,,,,,,,nonwinner120.ai,nonwinner02.ai,nonwinner129.ai,,1,,1
51,4182,,,16,26,31,45,50,56,64,66,free01.ai,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner82.ai,nonwinner98.ai,,1,,1
135,3359,07,02,17,24,43,42,47,56,67,62,,,,,,base02.ai,1,,1
121,7129,06,12,18,29,37,41,47,48,74,66,,,,,,base02.ai,1,,1
103,5319,10,07,18,27,35,43,49,53,62,66,,,,,,base02.ai,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
,,,,,,,,,,,,,,nonwinner48.ai,nonwinner05.ai,nonwinner11.ai,,2,,2
26,8563,13,11,24,20,41,36,55,60,,,free05.ai,,,,,base02.ai,2,,2
,,,,,,,,,,,,winner04.ai,,,,,,2,4,2
,,,,,,,,,,,,,,nonwinner129.ai,nonwinner163.ai,nonwinner42.ai,,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
113,3989,06,09,28,29,40,33,60,58,68,70,,,,,,base02.ai,3,,3
,,,,,,,,,,,,winner02.ai,,,,,,3,2,3
64,6820,02,12,24,21,37,39,50,54,72,68,,,,,,base02.ai,3,,3
85,2717,10,04,22,28,40,33,48,54,74,73,,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner96.ai,nonwinner136.ai,nonwinner107.ai,,3,,3
,,,,,,,,,,,,,,nonwinner83.ai,nonwinner42.ai,nonwinner92.ai,,3,,3
134,7517,10,14,26,21,41,37,55,59,61,64,,,,,,base02.ai,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
,,,,,,,,,,,,,,nonwinner141.ai,nonwinner54.ai,nonwinner41.ai,,4,,4
12,415,,,23,29,45,41,,,73,70,free01.ai,free04.ai,,,,base02.ai,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
,,,,,,,,,,,,winner03.ai,,,,,,4,3,4
103,2419,02,15,21,27,33,32,57,49,66,62,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner115.ai,nonwinner99.ai,nonwinner15.ai,,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
89,7266,06,03,25,19,37,43,48,57,72,73,,,,,,base02.ai,1,,5
117,7655,11,01,30,21,43,33,49,58,68,69,,,,,,base02.ai,1,,5
96,8079,10,12,22,26,34,45,56,60,67,63,,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner154.ai,nonwinner39.ai,nonwinner112.ai,,1,,5
110,5921,01,09,19,21,35,32,52,51,74,63,,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner150.ai,nonwinner89.ai,nonwinner142.ai,,1,,5
,,,,,,,,,,,,,,nonwinner17.ai,nonwinner09.ai,nonwinner03.ai,,2,,6
77,1688,02,07,28,18,43,45,49,50,64,75,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner50.ai,nonwinner35.ai,nonwinner131.ai,,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
126,7628,03,12,23,22,39,36,49,53,69,70,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner97.ai,nonwinner137.ai,nonwinner32.ai,,2,,6
84,2841,08,14,23,19,34,38,49,51,64,75,,,,,,base02.ai,2,,6
83,2263,14,03,29,27,45,36,53,49,67,64,,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner156.ai,nonwinner70.ai,nonwinner153.ai,,3,,7
62,7990,15,14,23,26,35,34,50,54,61,73,,,,,,base02.ai,3,,7
13,4171,04,10,23,26,38,33,,,,,free04.ai,free05.ai,,,,base02.ai,3,,7
139,2937,13,05,30,23,38,43,56,49,70,68,,,,,,base02.ai,3,,7
48,1799,,,24,27,31,35,52,48,72,75,free01.ai,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner86.ai,nonwinner73.ai,nonwinner98.ai,,3,,7
106,8503,07,06,25,29,36,39,57,55,70,75,,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner26.ai,nonwinner30.ai,nonwinner143.ai,,4,,8
43,1601,06,15,24,21,44,39,,,75,67,free04.ai,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner154.ai,nonwinner94.ai,nonwinner113.ai,,4,,8
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner135.ai,nonwinner122.ai,,4,,8
127,5881,14,12,30,27,34,43,59,58,62,73,,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner89.ai,nonwinner128.ai,nonwinner43.ai,,4,,8
,,,,,,,,,,,,,,nonwinner40.ai,nonwinner21.ai,nonwinner109.ai,,1,,1
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner04.ai,nonwinner23.ai,,1,,1
65,7438,10,05,21,16,39,44,59,48,66,62,,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner26.ai,nonwinner22.ai,nonwinner12.ai,,1,,1
,,,,,,,,,,,,,,nonwinner55.ai,nonwinner11.ai,nonwinner99.ai,,1,,1
,,,,,,,,,,,,,,nonwinner143.ai,nonwinner28.ai,nonwinner100.ai,,1,,1
,,,,,,,,,,,,,,nonwinner79.ai,nonwinner96.ai,nonwinner62.ai,,1,,1
,,,,,,,,,,,,,,nonwinner115.ai,nonwinner42.ai,nonwinner67.ai,,2,,2
,,,,,,,,,,,,,,nonwinner89.ai,nonwinner117.ai,nonwinner116.ai,,2,,2
,,,,,,,,,,,,,,nonwinner130.ai,nonwinner28.ai,nonwinner07.ai,,2,,2
117,6453,03,02,17,29,34,41,47,53,73,61,,,,,,base02.ai,2,,2
