TKT,VER,N1B,N1C,N2B,N2C,N3B,N3C,N4B,N4C,N5B,N5C,I1,I2,I3,I4,I5,B,P,Up
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner08.ai,nonwinner01.ai,,2,26
117,3339,05,14,21,30,39,31,54,47,70,62,,,,,,base02.ai,2,26
18,7561,10,14,20,25,38,41,,,62,72,free04.ai,,,,,base02.ai,3,27
62,6262,09,13,25,17,42,33,49,47,66,73,,,,,,base02.ai,3,27
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner01.ai,nonwinner15.ai,,4,28
134,5102,01,04,18,16,31,40,51,55,72,63,,,,,,base02.ai,4,28
70,1474,11,09,26,28,44,40,49,59,63,75,,,,,,base02.ai,1,1
128,4233,02,01,17,16,41,45,48,50,73,74,,,,,,base02.ai,1,1
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner13.ai,nonwinner15.ai,,2,2
123,7861,05,11,27,23,43,39,50,59,64,72,,,,,,base02.ai,2,2
60,4573,02,11,28,29,35,42,50,58,72,64,,,,,,base02.ai,3,3
126,4716,15,14,17,23,37,36,55,50,74,63,,,,,,base02.ai,3,3
10,1360,,,29,17,,,49,46,70,64,free01.ai,free03.ai,,,,base02.ai,4,4
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner02.ai,nonwinner05.ai,,4,4
64,3099,08,05,28,25,44,35,53,50,68,74,,,,,,base02.ai,1,5
48,8070,06,01,,,34,45,59,54,71,69,free02.ai,,,,,base02.ai,1,5
81,167,05,11,21,29,37,38,51,56,72,69,,,,,,base02.ai,2,6
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner03.ai,nonwinner12.ai,,2,6
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner03.ai,nonwinner10.ai,,3,7
56,249,12,14,,,35,41,56,54,71,67,free02.ai,,,,,base02.ai,3,7
,,,,,,,,,,,,winner01.ai,,,,,,4,8
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner08.ai,nonwinner01.ai,,4,8
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner03.ai,nonwinner02.ai,,1,9
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner14.ai,nonwinner03.ai,,1,9
15,8181,03,15,,,44,36,55,50,67,69,free02.ai,,,,,base02.ai,2,10
57,1954,05,13,26,19,31,40,46,52,62,67,,,,,,base02.ai,2,10
92,6425,06,04,21,22,36,40,55,53,65,68,,,,,,base02.ai,3,11
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner02.ai,nonwinner15.ai,,3,11
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner09.ai,nonwinner01.ai,,4,12
67,6894,03,15,17,29,41,42,53,55,75,66,,,,,,base02.ai,4,12
123,3332,05,12,21,29,36,42,51,57,72,66,,,,,,base02.ai,1,13
125,3041,14,12,24,19,39,34,52,49,63,69,,,,,,base02.ai,1,13
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner04.ai,nonwinner08.ai,,2,14
118,1933,14,08,23,21,43,35,50,55,74,64,,,,,,base02.ai,2,14
6,6139,,,,,32,34,59,54,66,62,free01.ai,free02.ai,,,,base02.ai,3,15
124,1347,12,10,22,16,41,45,58,55,66,64,,,,,,base02.ai,3,15
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner09.ai,nonwinner01.ai,,4,16
3,7009,08,11,,,,,58,60,66,69,free02.ai,free03.ai,,,,base02.ai,4,16
113,1869,02,15,21,27,33,42,47,60,68,62,,,,,,base02.ai,1,17
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner02.ai,nonwinner04.ai,,1,17
127,7531,02,15,20,17,35,43,52,53,62,69,,,,,,base02.ai,2,18
5,341,,,27,29,,,58,48,71,74,free01.ai,free03.ai,,,,base02.ai,2,18
17,8262,,,22,24,34,36,60,47,63,65,free01.ai,,,,,base02.ai,3,19
43,7911,04,08,,,42,35,51,48,67,64,free02.ai,,,,,base02.ai,3,19
90,2977,14,09,19,23,32,45,55,52,70,71,,,,,,base02.ai,4,20
12,2103,,,,,32,41,55,54,74,69,free01.ai,free02.ai,,,,base02.ai,4,20
29,5682,08,01,,,31,40,46,59,66,73,free02.ai,,,,,base02.ai,1,21
109,949,02,05,29,19,31,44,48,60,73,64,,,,,,base02.ai,1,21
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner08.ai,nonwinner05.ai,,2,22
31,8077,,,16,20,42,39,60,51,68,75,free01.ai,,,,,base02.ai,2,22
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner03.ai,nonwinner02.ai,,3,23
76,2102,02,09,30,23,39,40,52,49,71,72,,,,,,base02.ai,3,23
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner07.ai,nonwinner11.ai,,4,24
25,6214,10,15,,,42,43,46,54,74,62,free02.ai,,,,,base02.ai,4,24
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner04.ai,nonwinner08.ai,,1,25
13,390,,,,,42,45,60,54,64,73,free01.ai,free02.ai,,,,base02.ai,1,25
77,7953,11,14,22,19,32,35,48,57,72,69,,,,,,base02.ai,2,26
129,5380,15,09,28,27,41,34,58,51,70,67,,,,,,base02.ai,2,26
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner05.ai,nonwinner08.ai,,3,27
138,7257,10,02,26,25,40,38,56,57,63,75,,,,,,base02.ai,3,27
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner06.ai,nonwinner03.ai,,4,28
126,3741,01,04,27,19,32,38,46,59,61,64,,,,,,base02.ai,4,28
68,6612,03,15,20,25,35,43,58,54,72,64,,,,,,base02.ai,1,1
132,6280,06,02,19,20,44,41,49,54,66,67,,,,,,base02.ai,1,1
75,3328,04,01,22,16,43,37,52,56,67,61,,,,,,base02.ai,2,2
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner09.ai,nonwinner06.ai,,2,2
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner04.ai,nonwinner01.ai,,3,3
10,1328,,,,,38,41,46,53,69,73,free01.ai,free02.ai,,,,base02.ai,3,3
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner10.ai,nonwinner01.ai,,4,4
32,7880,,,22,30,37,35,57,60,73,62,free01.ai,,,,,base02.ai,4,4
50,2089,13,08,,,36,43,55,59,61,62,free02.ai,,,,,base02.ai,1,5
30,2798,,,25,17,42,44,56,52,64,65,free01.ai,,,,,base02.ai,1,5
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner15.ai,nonwinner14.ai,,2,6
105,696,01,09,17,20,44,45,59,54,67,65,,,,,,base02.ai,2,6
92,6425,06,04,21,22,36,40,55,53,65,68,,,,,,base02.ai,3,7
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner10.ai,nonwinner15.ai,,3,7
58,7061,05,12,24,22,43,35,59,47,75,66,,,,,,base02.ai,4,8
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner12.ai,nonwinner03.ai,,4,8
44,2031,15,03,,,43,39,47,59,66,75,free02.ai,,,,,base02.ai,1,9
42,4557,,,16,17,37,35,54,57,61,66,free01.ai,,,,,base02.ai,1,9
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner02.ai,nonwinner04.ai,,2,10
127,7531,02,15,20,17,35,43,52,53,62,69,,,,,,base02.ai,2,10
76,2102,02,09,30,23,39,40,52,49,71,72,,,,,,base02.ai,3,11
32,7719,,,16,24,39,40,50,46,63,71,free01.ai,,,,,base02.ai,3,11
127,3741,13,07,30,17,43,34,50,55,65,72,,,,,,base02.ai,4,12
19,1375,13,12,,,36,31,46,55,68,73,free02.ai,,,,,base02.ai,4,12
15,4783,14,11,,,44,42,56,59,69,72,free02.ai,,,,,base02.ai,1,13
87,4982,12,04,17,20,32,38,60,53,75,68,,,,,,base02.ai,1,13
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner04.ai,nonwinner14.ai,,2,14
26,5613,12,01,,,38,42,59,46,66,72,free02.ai,,,,,base02.ai,2,14
12,4430,,,,,31,32,58,50,73,65,free01.ai,free02.ai,,,,base02.ai,3,15
104,4392,15,04,16,17,34,33,50,58,68,71,,,,,,base02.ai,3,15
113,5143,05,11,16,27,36,44,50,57,69,73,,,,,,base02.ai,4,16
111,6024,15,11,21,16,33,45,54,55,65,62,,,,,,base02.ai,4,16
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner02.ai,nonwinner06.ai,,1,17
125,3041,14,12,24,19,39,34,52,49,63,69,,,,,,base02.ai,1,17
111,4963,12,01,16,18,40,35,47,48,65,64,,,,,,base02.ai,2,18
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner06.ai,nonwinner09.ai,,2,18
115,8807,14,11,22,26,33,45,59,49,68,66,,,,,,base02.ai,3,19
121,8101,03,13,20,16,37,39,51,46,73,72,,,,,,base02.ai,3,19
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner09.ai,nonwinner07.ai,,4,20
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner03.ai,nonwinner08.ai,,4,20
73,3158,14,02,29,28,45,40,59,53,74,62,,,,,,base02.ai,1,21
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner04.ai,nonwinner06.ai,,1,21
83,5723,07,14,29,22,37,44,56,60,64,74,,,,,,base02.ai,2,22
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner14.ai,nonwinner01.ai,,2,22
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner04.ai,nonwinner13.ai,,3,23
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner02.ai,nonwinner15.ai,,3,23
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner13.ai,nonwinner11.ai,,4,24
41,6244,,,16,25,40,31,59,55,71,70,free01.ai,,,,,base02.ai,4,24
81,5308,01,03,24,19,44,40,49,51,74,65,,,,,,base02.ai,1,25
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner08.ai,nonwinner11.ai,,1,25
73,4097,02,07,18,30,31,38,47,46,62,75,,,,,,base02.ai,2,26
131,4460,05,08,18,24,35,38,49,54,65,66,,,,,,base02.ai,2,26
132,4684,07,08,23,16,36,35,52,55,67,71,,,,,,base02.ai,3,27
54,4197,10,15,,,44,40,50,60,65,75,free02.ai,,,,,base02.ai,3,27
108,2151,14,03,27,26,43,45,47,50,64,73,,,,,,base02.ai,4,28
10,1360,,,29,17,,,49,46,70,64,free01.ai,free03.ai,,,,base02.ai,4,28
72,1960,04,02,29,16,44,33,56,58,63,64,,,,,,base02.ai,1,1
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner01.ai,nonwinner12.ai,,1,1
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner12.ai,nonwinner05.ai,,2,2
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner04.ai,nonwinner02.ai,,2,2
70,3,06,11,16,19,45,43,48,55,68,73,,,,,,base02.ai,3,3
118,1811,03,12,28,30,42,40,54,50,75,70,,,,,,base02.ai,3,3
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner09.ai,nonwinner07.ai,,4,4
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner12.ai,nonwinner14.ai,,4,4
122,1804,04,01,30,27,39,34,47,57,71,72,,,,,,base02.ai,1,5
66,1427,01,06,27,22,40,39,49,56,63,72,,,,,,base02.ai,1,5
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner04.ai,nonwinner06.ai,,2,6
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner07.ai,nonwinner11.ai,,2,6
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner02.ai,nonwinner09.ai,,3,7
88,4101,01,07,28,23,31,45,55,52,61,62,,,,,,base02.ai,3,7
122,7936,02,06,28,26,32,45,48,52,64,75,,,,,,base02.ai,4,8
,,,,,,,,,,,,winner01.ai,,,,,,4,8
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner02.ai,nonwinner03.ai,,1,9
62,5916,03,01,23,20,37,42,49,47,75,62,,,,,,base02.ai,1,9
61,4559,14,02,20,19,38,40,60,57,69,64,,,,,,base02.ai,2,10
97,8520,10,07,18,24,33,37,57,58,71,62,,,,,,base02.ai,2,10
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner06.ai,nonwinner09.ai,,3,11
138,7257,10,02,26,25,40,38,56,57,63,75,,,,,,base02.ai,3,11
103,2999,02,03,23,16,44,33,60,58,68,62,,,,,,base02.ai,4,12
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner07.ai,nonwinner04.ai,,4,12
133,6653,06,04,21,20,35,33,46,54,66,62,,,,,,base02.ai,1,13
75,5970,14,12,24,30,44,43,57,55,63,65,,,,,,base02.ai,1,13
32,3173,15,05,,,37,32,59,54,75,67,free02.ai,,,,,base02.ai,2,14
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner14.ai,nonwinner04.ai,,2,14
116,455,09,06,18,23,39,37,54,46,67,63,,,,,,base02.ai,3,15
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner04.ai,nonwinner01.ai,,3,15
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner01.ai,nonwinner14.ai,,4,16
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner10.ai,nonwinner02.ai,,4,16
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner13.ai,nonwinner15.ai,,1,17
65,1427,12,10,28,21,36,45,51,50,68,74,,,,,,base02.ai,1,17
107,7483,11,15,30,22,41,42,51,49,71,65,,,,,,base02.ai,2,18
37,5139,07,08,,,31,39,56,49,63,73,free02.ai,,,,,base02.ai,2,18
13,7803,,,28,20,34,33,47,53,,,free01.ai,free05.ai,,,,base02.ai,3,19
63,8022,13,06,19,20,32,44,58,48,67,70,,,,,,base02.ai,3,19
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner11.ai,nonwinner03.ai,,4,20
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner04.ai,nonwinner01.ai,,4,20
63,8402,11,04,24,30,34,36,54,53,64,75,,,,,,base02.ai,1,21
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner12.ai,nonwinner06.ai,,1,21
109,8431,14,08,26,17,41,39,51,46,63,62,,,,,,base02.ai,2,22
15,8181,03,15,,,44,36,55,50,67,69,free02.ai,,,,,base02.ai,2,22
,,,,,,,,,,,,winner01.ai,,,,,,3,23
114,1356,01,11,29,19,36,33,54,59,62,61,,,,,,base02.ai,3,23
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner04.ai,nonwinner09.ai,,4,24
7,1900,,,26,30,,,52,53,63,66,free01.ai,free03.ai,,,,base02.ai,4,24
29,5682,08,01,,,31,40,46,59,66,73,free02.ai,,,,,base02.ai,1,25
19,8857,02,03,29,16,,,46,48,61,68,free03.ai,,,,,base02.ai,1,25
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner11.ai,nonwinner08.ai,,2,26
93,8376,05,13,27,28,33,32,55,48,65,63,,,,,,base02.ai,2,26
78,5385,06,15,20,25,31,33,48,54,74,65,,,,,,base02.ai,3,27
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner05.ai,nonwinner15.ai,,3,27
136,5310,01,02,22,20,45,31,51,50,74,64,,,,,,base02.ai,4,28
52,1106,,,16,25,42,38,58,50,70,64,free01.ai,,,,,base02.ai,4,28
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner11.ai,nonwinner03.ai,,1,1
50,2089,13,08,,,36,43,55,59,61,62,free02.ai,,,,,base02.ai,1,1
39,1143,11,02,,,33,32,56,52,74,65,free02.ai,,,,,base02.ai,2,2
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner11.ai,nonwinner15.ai,,2,2
84,4269,04,13,28,21,45,43,60,58,75,65,,,,,,base02.ai,3,3
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner03.ai,nonwinner12.ai,,3,3
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner08.ai,nonwinner01.ai,,4,4
16,5913,,,22,25,39,34,59,53,65,64,free01.ai,,,,,base02.ai,4,4
24,3498,09,02,,,39,45,59,53,61,71,free02.ai,,,,,base02.ai,1,5
18,1610,,,29,17,45,39,57,48,70,75,free01.ai,,,,,base02.ai,1,5
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner04.ai,nonwinner02.ai,,2,6
135,5227,11,13,24,25,42,45,52,54,74,72,,,,,,base02.ai,2,6
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner07.ai,nonwinner10.ai,,3,7
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner05.ai,nonwinner08.ai,,3,7
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner01.ai,nonwinner15.ai,,4,8
88,982,06,12,29,20,40,32,53,51,65,73,,,,,,base02.ai,4,8
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner02.ai,nonwinner01.ai,,1,9
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner07.ai,nonwinner09.ai,,1,9
3,2787,,,,,43,32,60,51,70,63,free01.ai,free02.ai,,,,base02.ai,2,10
43,1178,,,30,17,45,37,56,46,62,65,free01.ai,,,,,base02.ai,2,10
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner10.ai,nonwinner15.ai,,3,11
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner09.ai,nonwinner13.ai,,3,11
25,6214,10,15,,,42,43,46,54,74,62,free02.ai,,,,,base02.ai,4,12
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner01.ai,nonwinner14.ai,,4,12
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner12.ai,nonwinner02.ai,,1,13
13,390,,,,,42,45,60,54,64,73,free01.ai,free02.ai,,,,base02.ai,1,13
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner09.ai,nonwinner05.ai,,2,14
140,398,07,13,16,25,38,40,60,50,61,62,,,,,,base02.ai,2,14
34,3441,,,28,17,38,39,53,58,62,72,free01.ai,,,,,base02.ai,3,15
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner06.ai,nonwinner13.ai,,3,15
101,8758,04,10,24,29,44,31,48,51,67,69,,,,,,base02.ai,4,16
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner13.ai,nonwinner14.ai,,4,16
115,5565,15,02,24,19,45,36,55,57,68,63,,,,,,base02.ai,1,17
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner14.ai,nonwinner09.ai,,1,17
21,1673,,,28,19,43,41,58,50,64,74,free01.ai,,,,,base02.ai,2,18
53,3474,,,18,28,34,35,55,57,72,74,free01.ai,,,,,base02.ai,2,18
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner08.ai,nonwinner07.ai,,3,19
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner01.ai,nonwinner15.ai,,3,19
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner10.ai,nonwinner15.ai,,4,20
18,8410,,,30,24,39,45,56,57,70,74,free01.ai,,,,,base02.ai,4,20
79,3284,09,12,24,27,39,37,54,47,62,63,,,,,,base02.ai,1,21
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner10.ai,nonwinner02.ai,,1,21
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner03.ai,nonwinner11.ai,,2,22
113,3622,06,09,28,20,34,35,57,46,73,67,,,,,,base02.ai,2,22
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner06.ai,nonwinner09.ai,,3,23
124,1347,12,10,22,16,41,45,58,55,66,64,,,,,,base02.ai,3,23
5,3590,,,,,40,39,47,51,61,67,free01.ai,free02.ai,,,,base02.ai,4,24
29,315,,,21,24,33,32,53,47,69,64,free01.ai,,,,,base02.ai,4,24
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner06.ai,nonwinner11.ai,,1,25
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner12.ai,nonwinner02.ai,,1,25
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner06.ai,nonwinner09.ai,,2,26
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner12.ai,nonwinner05.ai,,2,26
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner04.ai,nonwinner12.ai,,3,27
88,4101,01,07,28,23,31,45,55,52,61,62,,,,,,base02.ai,3,27
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner12.ai,nonwinner14.ai,,4,28
20,7288,,,18,16,43,38,47,49,74,61,free01.ai,,,,,base02.ai,4,28
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner05.ai,nonwinner14.ai,,1,1
136,6276,13,04,28,30,36,31,54,51,72,68,,,,,,base02.ai,1,1
7,530,10,06,,,,,59,49,73,75,free02.ai,free03.ai,,,,base02.ai,2,2
111,4963,12,01,16,18,40,35,47,48,65,64,,,,,,base02.ai,2,2
4,5499,03,07,,,35,33,56,59,,,free02.ai,free05.ai,,,,base02.ai,3,3
94,3586,05,13,25,19,45,41,51,60,65,75,,,,,,base02.ai,3,3
70,2185,04,11,26,25,38,44,58,60,67,73,,,,,,base02.ai,4,4
80,314,05,06,23,20,34,33,55,58,68,66,,,,,,base02.ai,4,4
76,8673,02,09,30,25,40,39,58,59,73,67,,,,,,base02.ai,1,5
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner02.ai,nonwinner03.ai,,1,5
87,3551,05,07,18,27,32,42,59,49,63,73,,,,,,base02.ai,2,6
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner12.ai,nonwinner05.ai,,2,6
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner09.ai,nonwinner13.ai,,3,7
28,781,06,03,,,44,41,51,59,70,64,free02.ai,,,,,base02.ai,3,7
48,2291,,,27,24,41,36,54,49,63,66,free01.ai,,,,,base02.ai,4,8
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner02.ai,nonwinner04.ai,,4,8
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner09.ai,nonwinner04.ai,,1,9
32,5473,02,05,,,31,32,50,58,63,67,free02.ai,,,,,base02.ai,1,9
31,8077,,,16,20,42,39,60,51,68,75,free01.ai,,,,,base02.ai,2,10
,,,,,,,,,,,,winner01.ai,,,,,,2,10
8,2783,,,23,18,31,40,,,70,74,free01.ai,free04.ai,,,,base02.ai,3,11
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner07.ai,nonwinner14.ai,,3,11
117,7734,09,04,28,16,31,37,60,59,64,62,,,,,,base02.ai,4,12
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner15.ai,nonwinner05.ai,,4,12
71,5666,15,09,20,24,39,32,57,46,72,68,,,,,,base02.ai,1,13
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner12.ai,nonwinner06.ai,,1,13
62,6421,15,07,20,19,40,37,46,50,73,71,,,,,,base02.ai,2,14
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner06.ai,nonwinner02.ai,,2,14
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner11.ai,nonwinner04.ai,,3,15
38,574,01,02,,,41,45,60,47,75,67,free02.ai,,,,,base02.ai,3,15
43,5235,,,27,24,37,42,53,55,66,65,free01.ai,,,,,base02.ai,4,16
7,1900,,,26,30,,,52,53,63,66,free01.ai,free03.ai,,,,base02.ai,4,16
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner01.ai,nonwinner14.ai,,1,17
9,1744,,,,,34,32,60,58,61,62,free01.ai,free02.ai,,,,base02.ai,1,17
23,5773,11,15,,,32,45,58,46,67,75,free02.ai,,,,,base02.ai,2,18
55,8778,10,12,20,25,39,37,,,70,63,free04.ai,,,,,base02.ai,2,18
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner07.ai,nonwinner09.ai,,3,19
51,1201,14,11,,,42,31,47,53,72,67,free02.ai,,,,,base02.ai,3,19
118,1286,10,08,24,19,35,45,49,57,62,69,,,,,,base02.ai,4,20
14,638,,,,,45,43,54,58,70,61,free01.ai,free02.ai,,,,base02.ai,4,20
35,3839,12,05,,,45,38,60,48,72,63,free02.ai,,,,,base02.ai,1,21
9,1744,,,,,34,32,60,58,61,62,free01.ai,free02.ai,,,,base02.ai,1,21
125,4346,05,15,28,23,39,45,58,59,63,65,,,,,,base02.ai,2,22
11,4790,,,,,38,43,53,48,70,64,free01.ai,free02.ai,,,,base02.ai,2,22
22,869,,,29,24,43,39,52,48,72,62,free01.ai,,,,,base02.ai,3,23
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner11.ai,nonwinner03.ai,,3,23
1,6905,,,30,26,38,31,,,71,74,free01.ai,free04.ai,,,,base02.ai,4,24
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner10.ai,nonwinner02.ai,,4,24
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner01.ai,nonwinner14.ai,,1,25
41,958,08,03,,,43,45,52,49,67,65,free02.ai,,,,,base02.ai,1,25
27,44,,,17,29,33,43,53,48,73,65,free01.ai,,,,,base02.ai,2,26
69,2912,15,05,17,29,41,40,52,60,68,66,,,,,,base02.ai,2,26
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner07.ai,nonwinner09.ai,,3,27
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner13.ai,nonwinner05.ai,,3,27
128,8418,11,13,29,20,44,45,60,52,68,63,,,,,,base02.ai,4,28
96,321,06,01,20,22,43,41,58,47,64,66,,,,,,base02.ai,4,28
4,5679,,,,,33,41,48,57,67,69,free01.ai,free02.ai,,,,base02.ai,1,1
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner02.ai,nonwinner07.ai,,1,1
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner02.ai,nonwinner10.ai,,2,2
119,1933,04,12,29,17,36,39,58,53,75,63,,,,,,base02.ai,2,2
134,7496,14,13,17,20,31,33,54,51,73,64,,,,,,base02.ai,3,3
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner05.ai,nonwinner03.ai,,3,3
4,497,,,,,34,32,56,46,62,66,free01.ai,free02.ai,,,,base02.ai,4,4
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner03.ai,nonwinner08.ai,,4,4
32,5473,02,05,,,31,32,50,58,63,67,free02.ai,,,,,base02.ai,1,5
114,2093,06,14,26,18,31,39,56,54,64,68,,,,,,base02.ai,1,5
35,8608,01,07,,,43,35,50,46,69,75,free02.ai,,,,,base02.ai,2,6
73,4097,02,07,18,30,31,38,47,46,62,75,,,,,,base02.ai,2,6
122,874,10,03,17,26,33,37,47,54,63,67,,,,,,base02.ai,3,7
110,6005,05,14,21,20,31,42,56,57,62,68,,,,,,base02.ai,3,7
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner08.ai,nonwinner07.ai,,4,8
110,5689,11,08,19,28,36,44,50,54,63,67,,,,,,base02.ai,4,8
64,3099,08,05,28,25,44,35,53,50,68,74,,,,,,base02.ai,1,9
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner01.ai,nonwinner12.ai,,1,9
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner11.ai,nonwinner08.ai,,2,10
125,4346,05,15,28,23,39,45,58,59,63,65,,,,,,base02.ai,2,10
116,455,09,06,18,23,39,37,54,46,67,63,,,,,,base02.ai,3,11
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner14.ai,nonwinner13.ai,,3,11
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner13.ai,nonwinner14.ai,,4,12
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner04.ai,nonwinner08.ai,,4,12
131,7259,05,04,23,27,37,33,54,46,62,66,,,,,,base02.ai,1,13
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner13.ai,nonwinner01.ai,,1,13
94,6594,12,13,23,27,38,39,60,50,69,71,,,,,,base02.ai,2,14
60,5229,13,02,22,21,35,37,46,58,66,63,,,,,,base02.ai,2,14
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner07.ai,nonwinner10.ai,,3,15
