TKT1,TKT2,I1,NW1,NW2,NW3
,,,nonwinner09.ai,nonwinner04.ai,nonwinner03.ai
3,,base01.ai,hold03.ai,hold31.ai,hold48.ai
,,,nonwinner02.ai,nonwinner07.ai,nonwinner03.ai
,,,nonwinner05.ai,nonwinner06.ai,nonwinner04.ai
,,,nonwinner04.ai,nonwinner01.ai,nonwinner05.ai
,,,nonwinner01.ai,nonwinner02.ai,nonwinner04.ai
,,,nonwinner02.ai,nonwinner05.ai,nonwinner07.ai
,,,nonwinner05.ai,nonwinner01.ai,nonwinner06.ai
,,,nonwinner09.ai,nonwinner07.ai,nonwinner01.ai
,,,nonwinner02.ai,nonwinner04.ai,nonwinner03.ai
,,,nonwinner08.ai,nonwinner01.ai,nonwinner09.ai
,13,playticket.ai,hold08.ai,hold27.ai,hold39.ai
,,,nonwinner01.ai,nonwinner08.ai,nonwinner03.ai
,,,nonwinner02.ai,nonwinner04.ai,nonwinner05.ai
,,,nonwinner03.ai,nonwinner07.ai,nonwinner01.ai
,,,nonwinner04.ai,nonwinner07.ai,nonwinner08.ai
,,,nonwinner01.ai,nonwinner08.ai,nonwinner04.ai
,,,nonwinner07.ai,nonwinner05.ai,nonwinner06.ai
,,,nonwinner06.ai,nonwinner02.ai,nonwinner05.ai
,,,nonwinner04.ai,nonwinner01.ai,nonwinner08.ai
,,,nonwinner04.ai,nonwinner07.ai,nonwinner05.ai
,,,nonwinner03.ai,nonwinner06.ai,nonwinner04.ai
,,,nonwinner03.ai,nonwinner02.ai,nonwinner01.ai
,,,nonwinner09.ai,nonwinner04.ai,nonwinner07.ai
,,,nonwinner05.ai,nonwinner06.ai,nonwinner04.ai
,9,playticket.ai,hold21.ai,hold41.ai,hold70.ai
,,,nonwinner06.ai,nonwinner07.ai,nonwinner08.ai
,,,nonwinner09.ai,nonwinner06.ai,nonwinner08.ai
,,,nonwinner09.ai,nonwinner06.ai,nonwinner08.ai
,,,nonwinner09.ai,nonwinner05.ai,nonwinner03.ai
,,,nonwinner03.ai,nonwinner02.ai,nonwinner08.ai
,,,nonwinner08.ai,nonwinner01.ai,nonwinner06.ai
,,,nonwinner01.ai,nonwinner07.ai,nonwinner02.ai
,7,playticket.ai,hold20.ai,hold44.ai,hold47.ai
,,,nonwinner09.ai,nonwinner03.ai,nonwinner06.ai
,8,playticket.ai,hold09.ai,hold17.ai,hold71.ai
,,,nonwinner08.ai,nonwinner09.ai,nonwinner02.ai
,,,nonwinner02.ai,nonwinner04.ai,nonwinner09.ai
,,,nonwinner08.ai,nonwinner02.ai,nonwinner03.ai
,16,playticket.ai,hold01.ai,hold18.ai,hold49.ai
,,,nonwinner09.ai,nonwinner06.ai,nonwinner03.ai
,,,nonwinner01.ai,nonwinner04.ai,nonwinner06.ai
,6,playticket.ai,hold14.ai,hold57.ai,hold62.ai
,,,nonwinner03.ai,nonwinner02.ai,nonwinner06.ai
,,,nonwinner06.ai,nonwinner02.ai,nonwinner05.ai
,8,playticket.ai,hold09.ai,hold17.ai,hold71.ai
,,,nonwinner08.ai,nonwinner09.ai,nonwinner05.ai
,,,nonwinner06.ai,nonwinner03.ai,nonwinner07.ai
,,,nonwinner04.ai,nonwinner08.ai,nonwinner02.ai
,,,nonwinner09.ai,nonwinner05.ai,nonwinner03.ai
,,,nonwinner09.ai,nonwinner04.ai,nonwinner05.ai
,,,nonwinner06.ai,nonwinner05.ai,nonwinner08.ai
,17,playticket.ai,hold32.ai,hold59.ai,hold65.ai
,,,nonwinner05.ai,nonwinner03.ai,nonwinner04.ai
,,,nonwinner04.ai,nonwinner07.ai,nonwinner05.ai
,,,nonwinner05.ai,nonwinner03.ai,nonwinner04.ai
,,,nonwinner04.ai,nonwinner09.ai,nonwinner08.ai
,,,nonwinner03.ai,nonwinner07.ai,nonwinner06.ai
,,,nonwinner03.ai,nonwinner02.ai,nonwinner09.ai
,,,nonwinner09.ai,nonwinner08.ai,nonwinner03.ai
,,winner01.ai,,,
,,,nonwinner04.ai,nonwinner05.ai,nonwinner08.ai
,,,nonwinner02.ai,nonwinner06.ai,nonwinner03.ai
,8,playticket.ai,hold09.ai,hold17.ai,hold71.ai
,,,nonwinner01.ai,nonwinner04.ai,nonwinner07.ai
,,,nonwinner05.ai,nonwinner04.ai,nonwinner03.ai
,,,nonwinner05.ai,nonwinner07.ai,nonwinner08.ai
,,,nonwinner01.ai,nonwinner05.ai,nonwinner02.ai
,,,nonwinner01.ai,nonwinner07.ai,nonwinner05.ai
,,,nonwinner09.ai,nonwinner05.ai,nonwinner06.ai
,,,nonwinner03.ai,nonwinner01.ai,nonwinner08.ai
,,winner01.ai,,,
,,,nonwinner05.ai,nonwinner06.ai,nonwinner04.ai
,,,nonwinner08.ai,nonwinner09.ai,nonwinner01.ai
,,,nonwinner08.ai,nonwinner06.ai,nonwinner09.ai
,,,nonwinner03.ai,nonwinner05.ai,nonwinner04.ai
,,,nonwinner04.ai,nonwinner07.ai,nonwinner05.ai
,,,nonwinner04.ai,nonwinner08.ai,nonwinner07.ai
,,,nonwinner02.ai,nonwinner04.ai,nonwinner05.ai
,12,playticket.ai,hold02.ai,hold35.ai,hold61.ai
,,,nonwinner02.ai,nonwinner07.ai,nonwinner06.ai
,,,nonwinner06.ai,nonwinner09.ai,nonwinner05.ai
,,,nonwinner06.ai,nonwinner09.ai,nonwinner05.ai
,,,nonwinner04.ai,nonwinner08.ai,nonwinner05.ai
,,,nonwinner03.ai,nonwinner08.ai,nonwinner04.ai
,,,nonwinner04.ai,nonwinner08.ai,nonwinner05.ai
,,,nonwinner06.ai,nonwinner02.ai,nonwinner05.ai
,7,playticket.ai,hold20.ai,hold44.ai,hold47.ai
,,,nonwinner01.ai,nonwinner05.ai,nonwinner03.ai
,17,playticket.ai,hold32.ai,hold59.ai,hold65.ai
,,,nonwinner06.ai,nonwinner01.ai,nonwinner05.ai
,,,nonwinner08.ai,nonwinner03.ai,nonwinner01.ai
,,,nonwinner04.ai,nonwinner01.ai,nonwinner05.ai
,14,playticket.ai,hold43.ai,hold54.ai,hold72.ai
,,,nonwinner05.ai,nonwinner06.ai,nonwinner02.ai
,,,nonwinner04.ai,nonwinner07.ai,nonwinner03.ai
,,,nonwinner05.ai,nonwinner01.ai,nonwinner06.ai
,,,nonwinner01.ai,nonwinner06.ai,nonwinner07.ai
,,,nonwinner01.ai,nonwinner08.ai,nonwinner03.ai
,,,nonwinner04.ai,nonwinner07.ai,nonwinner03.ai
,14,playticket.ai,hold43.ai,hold54.ai,hold72.ai
,,,nonwinner09.ai,nonwinner04.ai,nonwinner07.ai
,,,nonwinner04.ai,nonwinner02.ai,nonwinner08.ai
,,,nonwinner05.ai,nonwinner09.ai,nonwinner06.ai
,,,nonwinner06.ai,nonwinner07.ai,nonwinner01.ai
,24,playticket.ai,hold07.ai,hold26.ai,hold64.ai
,,,nonwinner04.ai,nonwinner08.ai,nonwinner09.ai
,,,nonwinner07.ai,nonwinner03.ai,nonwinner06.ai
,,,nonwinner09.ai,nonwinner03.ai,nonwinner04.ai
,,,nonwinner02.ai,nonwinner08.ai,nonwinner01.ai
,,,nonwinner06.ai,nonwinner01.ai,nonwinner03.ai
,,,nonwinner08.ai,nonwinner09.ai,nonwinner07.ai
,,,nonwinner08.ai,nonwinner05.ai,nonwinner02.ai
,,,nonwinner05.ai,nonwinner07.ai,nonwinner08.ai
,,,nonwinner06.ai,nonwinner04.ai,nonwinner01.ai
,,,nonwinner06.ai,nonwinner02.ai,nonwinner05.ai
,,,nonwinner02.ai,nonwinner06.ai,nonwinner09.ai
,,,nonwinner01.ai,nonwinner08.ai,nonwinner04.ai
,,,nonwinner09.ai,nonwinner05.ai,nonwinner03.ai
,,,nonwinner01.ai,nonwinner06.ai,nonwinner07.ai
,,,nonwinner07.ai,nonwinner04.ai,nonwinner09.ai
,,,nonwinner03.ai,nonwinner02.ai,nonwinner08.ai
,,,nonwinner07.ai,nonwinner05.ai,nonwinner02.ai
,,,nonwinner02.ai,nonwinner05.ai,nonwinner07.ai
,6,playticket.ai,hold14.ai,hold57.ai,hold62.ai
,,,nonwinner06.ai,nonwinner01.ai,nonwinner05.ai
,,,nonwinner08.ai,nonwinner09.ai,nonwinner07.ai
,,,nonwinner06.ai,nonwinner09.ai,nonwinner05.ai
1,,base01.ai,hold28.ai,hold42.ai,hold69.ai
,,,nonwinner01.ai,nonwinner02.ai,nonwinner09.ai
,,,nonwinner04.ai,nonwinner03.ai,nonwinner05.ai
,,,nonwinner03.ai,nonwinner05.ai,nonwinner07.ai
,,,nonwinner03.ai,nonwinner04.ai,nonwinner09.ai
,,,nonwinner07.ai,nonwinner03.ai,nonwinner08.ai
,,,nonwinner02.ai,nonwinner04.ai,nonwinner09.ai
,,,nonwinner01.ai,nonwinner05.ai,nonwinner08.ai
,17,playticket.ai,hold32.ai,hold59.ai,hold65.ai
,,,nonwinner01.ai,nonwinner05.ai,nonwinner03.ai
,,,nonwinner02.ai,nonwinner04.ai,nonwinner03.ai
,,,nonwinner07.ai,nonwinner05.ai,nonwinner02.ai
2,,base01.ai,hold10.ai,hold46.ai,hold67.ai
,,,nonwinner03.ai,nonwinner06.ai,nonwinner08.ai
,,winner01.ai,,,
,,,nonwinner08.ai,nonwinner05.ai,nonwinner02.ai
,,,nonwinner07.ai,nonwinner03.ai,nonwinner08.ai
,,,nonwinner04.ai,nonwinner09.ai,nonwinner02.ai
,22,playticket.ai,hold45.ai,hold51.ai,hold73.ai
,,,nonwinner01.ai,nonwinner07.ai,nonwinner03.ai
,,,nonwinner09.ai,nonwinner04.ai,nonwinner02.ai
,18,playticket.ai,hold11.ai,hold16.ai,hold75.ai
,,,nonwinner09.ai,nonwinner01.ai,nonwinner07.ai
,,,nonwinner07.ai,nonwinner08.ai,nonwinner04.ai
,,,nonwinner07.ai,nonwinner04.ai,nonwinner09.ai
,,,nonwinner05.ai,nonwinner09.ai,nonwinner01.ai
,,,nonwinner02.ai,nonwinner07.ai,nonwinner08.ai
,,,nonwinner02.ai,nonwinner03.ai,nonwinner05.ai
,,,nonwinner03.ai,nonwinner08.ai,nonwinner05.ai
,,,nonwinner03.ai,nonwinner02.ai,nonwinner09.ai
,15,playticket.ai,hold15.ai,hold29.ai,hold50.ai
,13,playticket.ai,hold08.ai,hold27.ai,hold39.ai
,,,nonwinner03.ai,nonwinner04.ai,nonwinner01.ai
,,,nonwinner07.ai,nonwinner05.ai,nonwinner04.ai
,,,nonwinner05.ai,nonwinner06.ai,nonwinner01.ai
,,winner01.ai,,,
,,,nonwinner07.ai,nonwinner05.ai,nonwinner08.ai
,,,nonwinner03.ai,nonwinner09.ai,nonwinner02.ai
,,,nonwinner06.ai,nonwinner05.ai,nonwinner08.ai
,19,playticket.ai,hold13.ai,hold38.ai,hold66.ai
,,,nonwinner02.ai,nonwinner04.ai,nonwinner03.ai
,,,nonwinner09.ai,nonwinner08.ai,nonwinner07.ai
1,,base01.ai,hold28.ai,hold42.ai,hold69.ai
,,,nonwinner09.ai,nonwinner01.ai,nonwinner07.ai
,,,nonwinner03.ai,nonwinner01.ai,nonwinner06.ai
,,,nonwinner08.ai,nonwinner04.ai,nonwinner06.ai
,,,nonwinner09.ai,nonwinner06.ai,nonwinner07.ai
,,,nonwinner01.ai,nonwinner07.ai,nonwinner03.ai
,,,nonwinner02.ai,nonwinner09.ai,nonwinner08.ai
,,,nonwinner06.ai,nonwinner07.ai,nonwinner01.ai
1,,base01.ai,hold28.ai,hold42.ai,hold69.ai
,,,nonwinner06.ai,nonwinner05.ai,nonwinner01.ai
,,,nonwinner02.ai,nonwinner01.ai,nonwinner09.ai
,,,nonwinner05.ai,nonwinner02.ai,nonwinner04.ai
,,,nonwinner04.ai,nonwinner03.ai,nonwinner02.ai
,,,nonwinner08.ai,nonwinner02.ai,nonwinner06.ai
,,,nonwinner04.ai,nonwinner07.ai,nonwinner05.ai
,,,nonwinner03.ai,nonwinner02.ai,nonwinner09.ai
,,,nonwinner07.ai,nonwinner06.ai,nonwinner08.ai
,23,playticket.ai,hold06.ai,hold25.ai,hold33.ai
,,,nonwinner09.ai,nonwinner06.ai,nonwinner05.ai
,,,nonwinner03.ai,nonwinner05.ai,nonwinner04.ai
,,,nonwinner09.ai,nonwinner04.ai,nonwinner02.ai
,,,nonwinner01.ai,nonwinner04.ai,nonwinner07.ai
,,,nonwinner09.ai,nonwinner03.ai,nonwinner04.ai
,,,nonwinner03.ai,nonwinner02.ai,nonwinner09.ai
,,,nonwinner05.ai,nonwinner03.ai,nonwinner04.ai
,,,nonwinner01.ai,nonwinner08.ai,nonwinner06.ai
,,,nonwinner01.ai,nonwinner07.ai,nonwinner05.ai
,,,nonwinner07.ai,nonwinner04.ai,nonwinner09.ai
,,,nonwinner04.ai,nonwinner09.ai,nonwinner08.ai
,,,nonwinner02.ai,nonwinner07.ai,nonwinner06.ai
,,,nonwinner01.ai,nonwinner02.ai,nonwinner04.ai
,,,nonwinner03.ai,nonwinner06.ai,nonwinner04.ai
,,,nonwinner02.ai,nonwinner01.ai,nonwinner09.ai
,,,nonwinner03.ai,nonwinner02.ai,nonwinner06.ai
,,,nonwinner05.ai,nonwinner06.ai,nonwinner08.ai
,,,nonwinner05.ai,nonwinner02.ai,nonwinner09.ai
,,,nonwinner07.ai,nonwinner01.ai,nonwinner08.ai
,,,nonwinner02.ai,nonwinner06.ai,nonwinner01.ai
,,,nonwinner07.ai,nonwinner03.ai,nonwinner06.ai
,,,nonwinner02.ai,nonwinner05.ai,nonwinner07.ai
,,,nonwinner02.ai,nonwinner05.ai,nonwinner07.ai
,,,nonwinner07.ai,nonwinner06.ai,nonwinner03.ai
,,,nonwinner08.ai,nonwinner03.ai,nonwinner04.ai
,,winner01.ai,,,
,,,nonwinner06.ai,nonwinner07.ai,nonwinner05.ai
,,,nonwinner04.ai,nonwinner07.ai,nonwinner05.ai
,16,playticket.ai,hold01.ai,hold18.ai,hold49.ai
,,,nonwinner07.ai,nonwinner08.ai,nonwinner04.ai
,,,nonwinner06.ai,nonwinner05.ai,nonwinner01.ai
,,,nonwinner01.ai,nonwinner08.ai,nonwinner04.ai
,,,nonwinner08.ai,nonwinner09.ai,nonwinner05.ai
,,,nonwinner04.ai,nonwinner07.ai,nonwinner08.ai
,,,nonwinner07.ai,nonwinner05.ai,nonwinner04.ai
,,winner01.ai,,,
,,,nonwinner04.ai,nonwinner07.ai,nonwinner08.ai
,,,nonwinner03.ai,nonwinner09.ai,nonwinner02.ai
,,,nonwinner04.ai,nonwinner01.ai,nonwinner08.ai
,,,nonwinner01.ai,nonwinner02.ai,nonwinner09.ai
,,,nonwinner09.ai,nonwinner06.ai,nonwinner05.ai
,,,nonwinner01.ai,nonwinner06.ai,nonwinner07.ai
,,,nonwinner03.ai,nonwinner04.ai,nonwinner09.ai
,,,nonwinner08.ai,nonwinner02.ai,nonwinner03.ai
,,,nonwinner04.ai,nonwinner01.ai,nonwinner07.ai
,,,nonwinner06.ai,nonwinner04.ai,nonwinner05.ai
,,,nonwinner07.ai,nonwinner06.ai,nonwinner08.ai
,,,nonwinner03.ai,nonwinner05.ai,nonwinner04.ai
,,,nonwinner01.ai,nonwinner02.ai,nonwinner06.ai
,,,nonwinner06.ai,nonwinner08.ai,nonwinner09.ai
,,,nonwinner02.ai,nonwinner07.ai,nonwinner06.ai
,,,nonwinner05.ai,nonwinner06.ai,nonwinner04.ai
,,,nonwinner09.ai,nonwinner02.ai,nonwinner06.ai
,,,nonwinner01.ai,nonwinner07.ai,nonwinner04.ai
,,,nonwinner05.ai,nonwinner03.ai,nonwinner04.ai
,,,nonwinner09.ai,nonwinner07.ai,nonwinner03.ai
,,,nonwinner05.ai,nonwinner04.ai,nonwinner09.ai
3,,base01.ai,hold03.ai,hold31.ai,hold48.ai
,,,nonwinner09.ai,nonwinner01.ai,nonwinner07.ai
,,,nonwinner01.ai,nonwinner02.ai,nonwinner06.ai
3,,base01.ai,hold03.ai,hold31.ai,hold48.ai
,,winner01.ai,,,
,,,nonwinner07.ai,nonwinner02.ai,nonwinner06.ai
,,,nonwinner09.ai,nonwinner03.ai,nonwinner04.ai
,,,nonwinner01.ai,nonwinner07.ai,nonwinner03.ai
,,,nonwinner09.ai,nonwinner07.ai,nonwinner01.ai
,,,nonwinner05.ai,nonwinner01.ai,nonwinner06.ai
,,,nonwinner01.ai,nonwinner08.ai,nonwinner03.ai
,,,nonwinner05.ai,nonwinner04.ai,nonwinner08.ai
,,,nonwinner05.ai,nonwinner06.ai,nonwinner04.ai
,,,nonwinner03.ai,nonwinner08.ai,nonwinner04.ai
,,,nonwinner03.ai,nonwinner06.ai,nonwinner09.ai
,,,nonwinner03.ai,nonwinner06.ai,nonwinner09.ai
,,,nonwinner04.ai,nonwinner08.ai,nonwinner02.ai
,,,nonwinner02.ai,nonwinner01.ai,nonwinner09.ai
,,,nonwinner09.ai,nonwinner06.ai,nonwinner03.ai
,,,nonwinner03.ai,nonwinner01.ai,nonwinner04.ai
,,winner01.ai,,,
,,,nonwinner02.ai,nonwinner01.ai,nonwinner09.ai
,,,nonwinner02.ai,nonwinner01.ai,nonwinner09.ai
,,,nonwinner05.ai,nonwinner06.ai,nonwinner02.ai
,,,nonwinner01.ai,nonwinner08.ai,nonwinner06.ai
,,,nonwinner04.ai,nonwinner09.ai,nonwinner08.ai
,,winner01.ai,,,
,,,nonwinner08.ai,nonwinner05.ai,nonwinner04.ai
,,,nonwinner02.ai,nonwinner01.ai,nonwinner09.ai
,,,nonwinner04.ai,nonwinner01.ai,nonwinner05.ai
,,,nonwinner05.ai,nonwinner09.ai,nonwinner06.ai
,,,nonwinner04.ai,nonwinner07.ai,nonwinner05.ai
,,,nonwinner09.ai,nonwinner04.ai,nonwinner03.ai
,,,nonwinner05.ai,nonwinner06.ai,nonwinner01.ai
3,,base01.ai,hold03.ai,hold31.ai,hold48.ai
,,,nonwinner05.ai,nonwinner08.ai,nonwinner07.ai
,,,nonwinner01.ai,nonwinner07.ai,nonwinner04.ai
,,,nonwinner09.ai,nonwinner02.ai,nonwinner06.ai
,,,nonwinner02.ai,nonwinner07.ai,nonwinner09.ai
,,,nonwinner01.ai,nonwinner08.ai,nonwinner03.ai
,,,nonwinner04.ai,nonwinner08.ai,nonwinner07.ai
,,,nonwinner05.ai,nonwinner02.ai,nonwinner09.ai
,,,nonwinner05.ai,nonwinner06.ai,nonwinner07.ai
,,,nonwinner06.ai,nonwinner01.ai,nonwinner05.ai
,,,nonwinner02.ai,nonwinner07.ai,nonwinner08.ai
,,,nonwinner03.ai,nonwinner02.ai,nonwinner08.ai
,,,nonwinner09.ai,nonwinner08.ai,nonwinner03.ai
,,,nonwinner03.ai,nonwinner08.ai,nonwinner05.ai
,,,nonwinner02.ai,nonwinner06.ai,nonwinner05.ai
,,,nonwinner04.ai,nonwinner03.ai,nonwinner05.ai
,,,nonwinner01.ai,nonwinner07.ai,nonwinner02.ai
,,,nonwinner04.ai,nonwinner01.ai,nonwinner08.ai
,,,nonwinner02.ai,nonwinner07.ai,nonwinner06.ai
,,,nonwinner02.ai,nonwinner05.ai,nonwinner07.ai
,,,nonwinner07.ai,nonwinner02.ai,nonwinner06.ai
,21,playticket.ai,hold05.ai,hold19.ai,hold58.ai
,,winner01.ai,,,
,,winner01.ai,,,
,,,nonwinner07.ai,nonwinner05.ai,nonwinner02.ai
,,,nonwinner05.ai,nonwinner07.ai,nonwinner08.ai
,,,nonwinner01.ai,nonwinner08.ai,nonwinner03.ai
,19,playticket.ai,hold13.ai,hold38.ai,hold66.ai
,,,nonwinner01.ai,nonwinner05.ai,nonwinner02.ai
,,,nonwinner03.ai,nonwinner01.ai,nonwinner08.ai
,,,nonwinner02.ai,nonwinner04.ai,nonwinner03.ai
,,,nonwinner09.ai,nonwinner07.ai,nonwinner03.ai
,,,nonwinner05.ai,nonwinner01.ai,nonwinner06.ai
,,,nonwinner02.ai,nonwinner04.ai,nonwinner03.ai
,,,nonwinner09.ai,nonwinner06.ai,nonwinner05.ai
,,,nonwinner07.ai,nonwinner01.ai,nonwinner08.ai
,,winner01.ai,,,
,,,nonwinner01.ai,nonwinner05.ai,nonwinner08.ai
,,,nonwinner08.ai,nonwinner06.ai,nonwinner01.ai
,6,playticket.ai,hold14.ai,hold57.ai,hold62.ai
,,,nonwinner05.ai,nonwinner06.ai,nonwinner08.ai
,,,nonwinner02.ai,nonwinner06.ai,nonwinner03.ai
,,,nonwinner09.ai,nonwinner04.ai,nonwinner03.ai
,,,nonwinner03.ai,nonwinner04.ai,nonwinner09.ai
,,,nonwinner09.ai,nonwinner03.ai,nonwinner06.ai
2,,base01.ai,hold10.ai,hold46.ai,hold67.ai
,,,nonwinner02.ai,nonwinner01.ai,nonwinner04.ai
,,,nonwinner01.ai,nonwinner06.ai,nonwinner07.ai
,,,nonwinner03.ai,nonwinner02.ai,nonwinner04.ai
,,,nonwinner02.ai,nonwinner03.ai,nonwinner08.ai
,,,nonwinner03.ai,nonwinner02.ai,nonwinner09.ai
,,winner01.ai,,,
,,,nonwinner01.ai,nonwinner02.ai,nonwinner09.ai
,,,nonwinner07.ai,nonwinner03.ai,nonwinner06.ai
,,,nonwinner09.ai,nonwinner08.ai,nonwinner07.ai
,,,nonwinner08.ai,nonwinner09.ai,nonwinner01.ai
,,,nonwinner04.ai,nonwinner08.ai,nonwinner05.ai
,,,nonwinner09.ai,nonwinner01.ai,nonwinner07.ai
,,,nonwinner03.ai,nonwinner05.ai,nonwinner07.ai
,,,nonwinner04.ai,nonwinner07.ai,nonwinner08.ai
,,,nonwinner04.ai,nonwinner05.ai,nonwinner08.ai
,,,nonwinner03.ai,nonwinner02.ai,nonwinner08.ai
,,,nonwinner09.ai,nonwinner08.ai,nonwinner03.ai
,,,nonwinner05.ai,nonwinner02.ai,nonwinner04.ai
,,,nonwinner01.ai,nonwinner03.ai,nonwinner06.ai
,,,nonwinner03.ai,nonwinner06.ai,nonwinner08.ai
,,,nonwinner03.ai,nonwinner01.ai,nonwinner04.ai
,,,nonwinner07.ai,nonwinner03.ai,nonwinner06.ai
,,,nonwinner08.ai,nonwinner04.ai,nonwinner06.ai
,,,nonwinner05.ai,nonwinner03.ai,nonwinner02.ai
,,,nonwinner03.ai,nonwinner04.ai,nonwinner09.ai
,,,nonwinner05.ai,nonwinner02.ai,nonwinner04.ai
,,,nonwinner08.ai,nonwinner09.ai,nonwinner01.ai
,7,playticket.ai,hold20.ai,hold44.ai,hold47.ai
,,,nonwinner01.ai,nonwinner05.ai,nonwinner02.ai
,,,nonwinner04.ai,nonwinner08.ai,nonwinner09.ai
,,,nonwinner05.ai,nonwinner02.ai,nonwinner09.ai
,,,nonwinner09.ai,nonwinner01.ai,nonwinner07.ai
,,,nonwinner08.ai,nonwinner09.ai,nonwinner05.ai
,,,nonwinner01.ai,nonwinner04.ai,nonwinner06.ai
,,,nonwinner08.ai,nonwinner05.ai,nonwinner06.ai
,,,nonwinner03.ai,nonwinner09.ai,nonwinner02.ai
,23,playticket.ai,hold06.ai,hold25.ai,hold33.ai
,23,playticket.ai,hold06.ai,hold25.ai,hold33.ai
,,,nonwinner03.ai,nonwinner07.ai,nonwinner01.ai
,,,nonwinner08.ai,nonwinner03.ai,nonwinner01.ai
,,,nonwinner09.ai,nonwinner04.ai,nonwinner03.ai
,,,nonwinner01.ai,nonwinner02.ai,nonwinner09.ai
,,,nonwinner06.ai,nonwinner09.ai,nonwinner05.ai
,,,nonwinner05.ai,nonwinner06.ai,nonwinner01.ai
,,,nonwinner04.ai,nonwinner02.ai,nonwinner08.ai
,,,nonwinner04.ai,nonwinner01.ai,nonwinner05.ai
,10,playticket.ai,hold04.ai,hold36.ai,hold56.ai
,,,nonwinner01.ai,nonwinner04.ai,nonwinner06.ai
,,,nonwinner08.ai,nonwinner09.ai,nonwinner07.ai
,,,nonwinner03.ai,nonwinner01.ai,nonwinner08.ai
,,,nonwinner01.ai,nonwinner08.ai,nonwinner09.ai
,,,nonwinner03.ai,nonwinner08.ai,nonwinner04.ai
,,,nonwinner07.ai,nonwinner05.ai,nonwinner04.ai
,,,nonwinner01.ai,nonwinner08.ai,nonwinner09.ai
,,,nonwinner08.ai,nonwinner03.ai,nonwinner04.ai
,,,nonwinner07.ai,nonwinner04.ai,nonwinner03.ai
,,,nonwinner04.ai,nonwinner01.ai,nonwinner07.ai
,,,nonwinner06.ai,nonwinner02.ai,nonwinner05.ai
,17,playticket.ai,hold32.ai,hold59.ai,hold65.ai
,,,nonwinner09.ai,nonwinner04.ai,nonwinner07.ai
,,,nonwinner04.ai,nonwinner07.ai,nonwinner03.ai
,,,nonwinner07.ai,nonwinner02.ai,nonwinner06.ai
,,,nonwinner09.ai,nonwinner03.ai,nonwinner04.ai
,,,nonwinner06.ai,nonwinner03.ai,nonwinner07.ai
,,,nonwinner08.ai,nonwinner04.ai,nonwinner06.ai
,,,nonwinner01.ai,nonwinner02.ai,nonwinner04.ai
,,,nonwinner05.ai,nonwinner07.ai,nonwinner08.ai
,,,nonwinner07.ai,nonwinner05.ai,nonwinner08.ai
,,,nonwinner08.ai,nonwinner09.ai,nonwinner07.ai
,,,nonwinner03.ai,nonwinner06.ai,nonwinner09.ai
,,,nonwinner05.ai,nonwinner03.ai,nonwinner04.ai
,,,nonwinner04.ai,nonwinner03.ai,nonwinner05.ai
,19,playticket.ai,hold13.ai,hold38.ai,hold66.ai
,,,nonwinner05.ai,nonwinner07.ai,nonwinner01.ai
,,,nonwinner09.ai,nonwinner07.ai,nonwinner01.ai
,,winner01.ai,,,
,20,playticket.ai,hold23.ai,hold40.ai,hold55.ai
,,,nonwinner03.ai,nonwinner01.ai,nonwinner08.ai
,,,nonwinner03.ai,nonwinner08.ai,nonwinner07.ai
,,,nonwinner02.ai,nonwinner09.ai,nonwinner08.ai
,,,nonwinner07.ai,nonwinner08.ai,nonwinner04.ai
,,,nonwinner01.ai,nonwinner08.ai,nonwinner03.ai
,,,nonwinner08.ai,nonwinner05.ai,nonwinner02.ai
3,,base01.ai,hold03.ai,hold31.ai,hold48.ai
,,,nonwinner01.ai,nonwinner08.ai,nonwinner06.ai
,19,playticket.ai,hold13.ai,hold38.ai,hold66.ai
,,,nonwinner01.ai,nonwinner05.ai,nonwinner03.ai
,,,nonwinner03.ai,nonwinner05.ai,nonwinner07.ai
,,,nonwinner07.ai,nonwinner06.ai,nonwinner08.ai
,,,nonwinner07.ai,nonwinner09.ai,nonwinner01.ai
,,,nonwinner02.ai,nonwinner06.ai,nonwinner01.ai
,,,nonwinner04.ai,nonwinner07.ai,nonwinner05.ai
,,,nonwinner05.ai,nonwinner04.ai,nonwinner08.ai
,,,nonwinner02.ai,nonwinner08.ai,nonwinner01.ai
5,,base01.ai,hold30.ai,hold37.ai,hold74.ai
,,,nonwinner08.ai,nonwinner01.ai,nonwinner06.ai
,,,nonwinner03.ai,nonwinner02.ai,nonwinner06.ai
,,,nonwinner03.ai,nonwinner06.ai,nonwinner04.ai
,21,playticket.ai,hold05.ai,hold19.ai,hold58.ai
,,,nonwinner04.ai,nonwinner08.ai,nonwinner05.ai
,,,nonwinner07.ai,nonwinner06.ai,nonwinner08.ai
,,,nonwinner03.ai,nonwinner06.ai,nonwinner08.ai
,,,nonwinner09.ai,nonwinner04.ai,nonwinner02.ai
,,,nonwinner07.ai,nonwinner09.ai,nonwinner05.ai
,,,nonwinner09.ai,nonwinner04.ai,nonwinner03.ai
,,,nonwinner02.ai,nonwinner09.ai,nonwinner03.ai
,,,nonwinner04.ai,nonwinner01.ai,nonwinner07.ai
,8,playticket.ai,hold09.ai,hold17.ai,hold71.ai
,,,nonwinner01.ai,nonwinner08.ai,nonwinner06.ai
,,,nonwinner06.ai,nonwinner07.ai,nonwinner01.ai
